device_eui;tijdstip;beweging
7CC6C42900010890;2022062108;0
7CC6C42900010890;2022062109;0
7CC6C42900010890;2022062110;0
7CC6C42900010890;2022062111;22
7CC6C42900010890;2022062112;1
7CC6C42900010890;2022062113;11
7CC6C42900010890;2022062114;0
7CC6C42900010890;2022062115;0
7CC6C42900010890;2022062116;7
7CC6C42900010890;2022062117;0
7CC6C42900010890;2022062118;0
7CC6C42900010890;2022062119;0
7CC6C42900010890;2022062120;0
7CC6C42900010890;2022062121;0
7CC6C42900010890;2022062122;0
7CC6C42900010890;2022062123;0
7CC6C42900010890;2022062200;0
7CC6C42900010890;2022062201;0
7CC6C42900010890;2022062202;0
7CC6C42900010890;2022062203;0
7CC6C42900010890;2022062204;0
7CC6C42900010890;2022062205;0
7CC6C42900010890;2022062206;0
7CC6C42900010890;2022062207;1
7CC6C42900010890;2022062208;8
7CC6C42900010890;2022062209;0
7CC6C42900010890;2022062210;0
7CC6C42900010890;2022062211;0
7CC6C42900010890;2022062212;0
7CC6C42900010890;2022062213;0
7CC6C42900010890;2022062214;0
7CC6C42900010890;2022062215;0
7CC6C42900010890;2022062216;0
7CC6C42900010890;2022062217;0
7CC6C42900010890;2022062218;0
7CC6C42900010890;2022062219;0
7CC6C42900010890;2022062220;1
7CC6C42900010890;2022062221;4
7CC6C42900010890;2022062222;0
7CC6C42900010890;2022062223;0
7CC6C42900010890;2022062300;0
7CC6C42900010890;2022062301;0
7CC6C42900010890;2022062302;0
7CC6C42900010890;2022062303;0
7CC6C42900010890;2022062304;0
7CC6C42900010890;2022062305;0
7CC6C42900010890;2022062306;0
7CC6C42900010890;2022062307;0
7CC6C42900010890;2022062308;0
7CC6C42900010890;2022062309;0
7CC6C42900010890;2022062310;10
7CC6C42900010890;2022062311;2
7CC6C42900010890;2022062312;0
7CC6C42900010890;2022062313;0
7CC6C42900010890;2022062314;0
7CC6C42900010890;2022062315;0
7CC6C42900010890;2022062316;0
7CC6C42900010890;2022062317;0
7CC6C42900010890;2022062318;0
7CC6C42900010890;2022062319;0
7CC6C42900010890;2022062320;0
7CC6C42900010890;2022062321;0
7CC6C42900010890;2022062322;0
7CC6C42900010890;2022062323;0
7CC6C42900010890;2022062400;0
7CC6C42900010890;2022062401;0
7CC6C42900010890;2022062402;0
7CC6C42900010890;2022062403;0
7CC6C42900010890;2022062404;0
7CC6C42900010890;2022062405;0
7CC6C42900010890;2022062406;0
7CC6C42900010890;2022062407;0
7CC6C42900010890;2022062408;0
7CC6C42900010890;2022062409;0
7CC6C42900010890;2022062410;0
7CC6C42900010890;2022062411;0
7CC6C42900010890;2022062412;0
7CC6C42900010890;2022062413;1
7CC6C42900010890;2022062414;0
7CC6C42900010890;2022062415;0
7CC6C42900010890;2022062416;0
7CC6C42900010890;2022062417;0
7CC6C42900010890;2022062418;1
7CC6C42900010890;2022062419;0
7CC6C42900010890;2022062420;0
7CC6C42900010890;2022062421;0
7CC6C42900010890;2022062422;0
7CC6C42900010890;2022062423;0
7CC6C42900010890;2022062500;0
7CC6C42900010890;2022062501;0
7CC6C42900010890;2022062502;0
7CC6C42900010890;2022062503;0
7CC6C42900010890;2022062504;0
7CC6C42900010890;2022062505;0
7CC6C42900010890;2022062506;0
7CC6C42900010890;2022062507;0
7CC6C42900010890;2022062508;0
7CC6C42900010890;2022062509;14
7CC6C42900010890;2022062510;1
7CC6C42900010890;2022062511;3
7CC6C42900010890;2022062512;0
7CC6C42900010890;2022062513;0
7CC6C42900010890;2022062514;0
7CC6C42900010890;2022062515;0
7CC6C42900010890;2022062516;0
7CC6C42900010890;2022062517;0
7CC6C42900010890;2022062518;0
7CC6C42900010890;2022062519;0
7CC6C42900010890;2022062520;0
7CC6C42900010890;2022062521;3
7CC6C42900010890;2022062522;0
7CC6C42900010890;2022062523;0
7CC6C42900010890;2022062600;0
7CC6C42900010890;2022062601;0
7CC6C42900010890;2022062602;0
7CC6C42900010890;2022062603;0
7CC6C42900010890;2022062604;0
7CC6C42900010890;2022062605;0
7CC6C42900010890;2022062606;0
7CC6C42900010890;2022062607;0
7CC6C42900010890;2022062608;0
7CC6C42900010890;2022062609;0
7CC6C42900010890;2022062610;0
7CC6C42900010890;2022062611;0
7CC6C42900010890;2022062612;0
7CC6C42900010890;2022062613;0
7CC6C42900010890;2022062614;0
7CC6C42900010890;2022062615;2
7CC6C42900010890;2022062616;4
7CC6C42900010890;2022062617;3
7CC6C42900010890;2022062618;0
7CC6C42900010890;2022062619;0
7CC6C42900010890;2022062620;0
7CC6C42900010890;2022062621;0
7CC6C42900010890;2022062622;0
7CC6C42900010890;2022062623;0
7CC6C42900010890;2022062700;0
7CC6C42900010890;2022062701;0
7CC6C42900010890;2022062702;0
7CC6C42900010890;2022062703;0
7CC6C42900010890;2022062704;0
7CC6C42900010890;2022062705;0
7CC6C42900010890;2022062706;0
7CC6C42900010890;2022062707;0
7CC6C42900010890;2022062708;0
7CC6C42900010890;2022062709;1
7CC6C42900010890;2022062710;0
7CC6C42900010890;2022062711;2
7CC6C42900010890;2022062712;1
7CC6C42900010890;2022062713;1
7CC6C42900010890;2022062714;3
7CC6C42900010890;2022062715;1
7CC6C42900010890;2022062716;0
7CC6C42900010890;2022062717;0
7CC6C42900010890;2022062718;0
7CC6C42900010890;2022062719;0
7CC6C42900010890;2022062720;4
7CC6C42900010890;2022062721;0
7CC6C42900010890;2022062722;0
7CC6C42900010890;2022062723;0
7CC6C42900010890;2022062800;0
7CC6C42900010890;2022062801;0
7CC6C42900010890;2022062802;0
7CC6C42900010890;2022062803;0
7CC6C42900010890;2022062804;0
7CC6C42900010890;2022062805;0
7CC6C42900010890;2022062806;0
7CC6C42900010890;2022062807;0
7CC6C42900010890;2022062808;1
7CC6C42900010890;2022062809;2
7CC6C42900010890;2022062810;1
7CC6C42900010890;2022062811;0
7CC6C42900010890;2022062812;20
7CC6C42900010890;2022062813;6
7CC6C42900010890;2022062814;6
7CC6C42900010890;2022062815;0
7CC6C42900010890;2022062816;0
7CC6C42900010890;2022062817;0
7CC6C42900010890;2022062818;0
7CC6C42900010890;2022062819;1
7CC6C42900010890;2022062820;2
7CC6C42900010890;2022062821;3
7CC6C42900010890;2022062822;0
7CC6C42900010890;2022062823;0
7CC6C42900010890;2022062900;0
7CC6C42900010890;2022062901;0
7CC6C42900010890;2022062902;0
7CC6C42900010890;2022062903;0
7CC6C42900010890;2022062904;0
7CC6C42900010890;2022062905;0
7CC6C42900010890;2022062906;0
7CC6C42900010890;2022062907;0
7CC6C42900010890;2022062908;4
7CC6C42900010890;2022062909;3
7CC6C42900010890;2022062910;5
7CC6C42900010890;2022062911;14
7CC6C42900010890;2022062912;2
7CC6C42900010890;2022062913;0
7CC6C42900010890;2022062914;0
7CC6C42900010890;2022062915;5
7CC6C42900010890;2022062916;0
7CC6C42900010890;2022062917;1
7CC6C42900010890;2022062918;0
7CC6C42900010890;2022062919;0
7CC6C42900010890;2022062920;1
7CC6C42900010890;2022062921;0
7CC6C42900010890;2022062922;0
7CC6C42900010890;2022062923;0
7CC6C42900010890;2022063000;0
7CC6C42900010890;2022063001;0
7CC6C42900010890;2022063002;0
7CC6C42900010890;2022063003;0
7CC6C42900010890;2022063004;0
7CC6C42900010890;2022063005;0
7CC6C42900010890;2022063006;0
7CC6C42900010890;2022063007;0
7CC6C42900010890;2022063008;8
7CC6C42900010890;2022063009;0
7CC6C42900010890;2022063010;0
7CC6C42900010890;2022063011;0
7CC6C42900010890;2022063012;0
7CC6C42900010890;2022063013;12
7CC6C42900010890;2022063014;0
7CC6C42900010890;2022063015;0
7CC6C42900010890;2022063016;0
7CC6C42900010890;2022063017;0
7CC6C42900010890;2022063018;0
7CC6C42900010890;2022063019;0
7CC6C42900010890;2022063020;0
7CC6C42900010890;2022063021;0
7CC6C42900010890;2022063022;0
7CC6C42900010890;2022063023;0
7CC6C42900010890;2022070100;0
7CC6C42900010890;2022070101;0
7CC6C42900010890;2022070102;0
7CC6C42900010890;2022070103;0
7CC6C42900010890;2022070104;0
7CC6C42900010890;2022070105;0
7CC6C42900010890;2022070106;0
7CC6C42900010890;2022070107;0
7CC6C42900010890;2022070108;0
7CC6C42900010890;2022070109;0
7CC6C42900010890;2022070110;2
7CC6C42900010890;2022070203;36
7CC6C42900010890;2022070204;0
7CC6C42900010890;2022070205;0
7CC6C42900010890;2022070206;0
7CC6C42900010890;2022070207;0
7CC6C42900010890;2022070208;10
7CC6C42900010890;2022070209;0
7CC6C42900010890;2022070210;2
7CC6C42900010890;2022070211;4
7CC6C42900010890;2022070212;0
7CC6C42900010890;2022070213;0
7CC6C42900010890;2022070214;0
7CC6C42900010890;2022070215;0
7CC6C42900010890;2022070216;0
7CC6C42900010890;2022070217;0
7CC6C42900010890;2022070218;0
7CC6C42900010890;2022070219;2
7CC6C42900010890;2022070220;4
7CC6C42900010890;2022070221;0
7CC6C42900010890;2022070222;0
7CC6C42900010890;2022070223;0
7CC6C42900010890;2022070300;0
7CC6C42900010890;2022070301;6
7CC6C42900010890;2022070302;4
7CC6C42900010890;2022070303;0
7CC6C42900010890;2022070304;0
7CC6C42900010890;2022070305;0
7CC6C42900010890;2022070306;0
7CC6C42900010890;2022070307;0
7CC6C42900010890;2022070308;0
7CC6C42900010890;2022070309;1
7CC6C42900010890;2022070310;2
7CC6C42900010890;2022070311;5
7CC6C42900010890;2022070312;0
7CC6C42900010890;2022070313;0
7CC6C42900010890;2022070314;0
7CC6C42900010890;2022070315;0
7CC6C42900010890;2022070316;0
7CC6C42900010890;2022070317;0
7CC6C42900010890;2022070318;0
7CC6C42900010890;2022070319;0
7CC6C42900010890;2022070320;0
7CC6C42900010890;2022070321;2
7CC6C42900010890;2022070322;0
7CC6C42900010890;2022070323;1
7CC6C42900010890;2022070400;0
7CC6C42900010890;2022070401;0
7CC6C42900010890;2022070402;0
7CC6C42900010890;2022070403;0
7CC6C42900010890;2022070404;0
7CC6C42900010890;2022070405;0
7CC6C42900010890;2022070406;0
7CC6C42900010890;2022070407;0
7CC6C42900010890;2022070408;0
7CC6C42900010890;2022070409;0
7CC6C42900010890;2022070410;4
7CC6C42900010890;2022070411;3
7CC6C42900010890;2022070412;3
7CC6C42900010890;2022070413;0
7CC6C42900010890;2022070414;6
7CC6C42900010890;2022070415;0
7CC6C42900010890;2022070416;0
7CC6C42900010890;2022070417;0
7CC6C42900010890;2022070418;0
7CC6C42900010890;2022070419;4
7CC6C42900010890;2022070420;12
7CC6C42900010890;2022070421;0
7CC6C42900010890;2022070422;0
7CC6C42900010890;2022070423;1
7CC6C42900010890;2022070500;0
7CC6C42900010890;2022070501;0
7CC6C42900010890;2022070502;0
7CC6C42900010890;2022070503;0
7CC6C42900010890;2022070504;0
7CC6C42900010890;2022070505;0
7CC6C42900010890;2022070506;0
7CC6C42900010890;2022070507;0
7CC6C42900010890;2022070508;0
7CC6C42900010890;2022070509;3
7CC6C42900010890;2022070510;2
7CC6C42900010890;2022070511;14
7CC6C42900010890;2022070512;18
7CC6C42900010890;2022070513;2
7CC6C42900010890;2022070514;1
7CC6C42900010890;2022070515;0
7CC6C42900010890;2022070516;0
7CC6C42900010890;2022070517;0
7CC6C42900010890;2022070518;0
7CC6C42900010890;2022070519;0
7CC6C42900010890;2022070520;5
7CC6C42900010890;2022070521;0
7CC6C42900010890;2022070522;0
7CC6C42900010890;2022070523;0
7CC6C42900010890;2022070600;0
7CC6C42900010890;2022070601;0
7CC6C42900010890;2022070602;0
7CC6C42900010890;2022070603;0
7CC6C42900010890;2022070604;0
7CC6C42900010890;2022070605;0
7CC6C42900010890;2022070606;0
7CC6C42900010890;2022070607;0
7CC6C42900010890;2022070608;2
7CC6C42900010890;2022070609;0
7CC6C42900010890;2022070610;0
7CC6C42900010890;2022070611;6
7CC6C42900010890;2022070612;0
7CC6C42900010890;2022070613;1
7CC6C42900010890;2022070614;13
7CC6C42900010890;2022070615;0
7CC6C42900010890;2022070616;0
7CC6C42900010890;2022070617;0
7CC6C42900010890;2022070618;0
7CC6C42900010890;2022070619;6
7CC6C42900010890;2022070620;0
7CC6C42900010890;2022070621;0
7CC6C42900010890;2022070622;0
7CC6C42900010890;2022070623;0
7CC6C42900010890;2022070700;0
7CC6C42900010890;2022070701;0
7CC6C42900010890;2022070702;0
7CC6C42900010890;2022070703;0
7CC6C42900010890;2022070704;0
7CC6C42900010890;2022070705;0
7CC6C42900010890;2022070706;0
7CC6C42900010890;2022070707;0
7CC6C42900010890;2022070708;5
7CC6C42900010890;2022070709;11
7CC6C42900010890;2022070710;6
7CC6C42900010890;2022070711;2
7CC6C42900010890;2022070712;3
7CC6C42900010890;2022070713;0
7CC6C42900010890;2022070714;1
7CC6C42900010890;2022070715;33
7CC6C42900010890;2022070716;6
7CC6C42900010890;2022070717;0
7CC6C42900010890;2022070718;0
7CC6C42900010890;2022070719;0
7CC6C42900010890;2022070720;0
7CC6C42900010890;2022070721;0
7CC6C42900010890;2022070722;0
7CC6C42900010890;2022070723;0
7CC6C42900010890;2022070800;0
7CC6C42900010890;2022070801;0
7CC6C42900010890;2022070802;0
7CC6C42900010890;2022070803;0
7CC6C42900010890;2022070804;0
7CC6C42900010890;2022070805;0
7CC6C42900010890;2022070806;0
7CC6C42900010890;2022070807;0
7CC6C42900010890;2022070808;1
7CC6C42900010890;2022070809;3
7CC6C42900010890;2022070810;7
7CC6C42900010890;2022070811;2
7CC6C42900010890;2022070812;0
7CC6C42900010890;2022070813;2
7CC6C42900010890;2022070814;0
7CC6C42900010890;2022070815;0
7CC6C42900010890;2022070816;0
7CC6C42900010890;2022070817;4
7CC6C42900010890;2022070818;0
7CC6C42900010890;2022070819;0
7CC6C42900010890;2022070820;0
7CC6C42900010890;2022070821;0
7CC6C42900010890;2022070822;0
7CC6C42900010890;2022070823;0
7CC6C42900010890;2022070900;0
7CC6C42900010890;2022070901;1
7CC6C42900010890;2022070902;0
7CC6C42900010890;2022070903;0
7CC6C42900010890;2022070904;0
7CC6C42900010890;2022070905;0
7CC6C42900010890;2022070906;0
7CC6C42900010890;2022070907;0
7CC6C42900010890;2022070908;0
7CC6C42900010890;2022070909;0
7CC6C42900010890;2022070910;7
7CC6C42900010890;2022070911;16
7CC6C42900010890;2022070912;0
7CC6C42900010890;2022070913;0
7CC6C42900010890;2022070914;0
7CC6C42900010890;2022070915;0
7CC6C42900010890;2022070916;0
7CC6C42900010890;2022070917;0
7CC6C42900010890;2022070918;0
7CC6C42900010890;2022070919;0
7CC6C42900010890;2022070920;0
7CC6C42900010890;2022070921;0
7CC6C42900010890;2022070922;0
7CC6C42900010890;2022070923;0
7CC6C42900010890;2022071000;0
7CC6C42900010890;2022071001;0
7CC6C42900010890;2022071002;0
7CC6C42900010890;2022071003;0
7CC6C42900010890;2022071004;0
7CC6C42900010890;2022071005;0
7CC6C42900010890;2022071006;0
7CC6C42900010890;2022071007;0
7CC6C42900010890;2022071008;0
7CC6C42900010890;2022071009;0
7CC6C42900010890;2022071010;0
7CC6C42900010890;2022071011;0
7CC6C42900010890;2022071012;1
7CC6C42900010890;2022071013;0
7CC6C42900010890;2022071014;4
7CC6C42900010890;2022071015;0
7CC6C42900010890;2022071016;2
7CC6C42900010890;2022071017;0
7CC6C42900010890;2022071018;0
7CC6C42900010890;2022071019;1
7CC6C42900010890;2022071020;0
7CC6C42900010890;2022071021;0
7CC6C42900010890;2022071022;0
7CC6C42900010890;2022071023;0
7CC6C42900010890;2022071100;0
7CC6C42900010890;2022071101;0
7CC6C42900010890;2022071102;0
7CC6C42900010890;2022071103;0
7CC6C42900010890;2022071104;0
7CC6C42900010890;2022071105;0
7CC6C42900010890;2022071106;0
7CC6C42900010890;2022071107;0
7CC6C42900010890;2022071108;0
7CC6C42900010890;2022071109;0
7CC6C42900010890;2022071110;0
7CC6C42900010890;2022071111;0
7CC6C42900010890;2022071112;0
7CC6C42900010890;2022071113;0
7CC6C42900010890;2022071114;0
7CC6C42900010890;2022071115;0
7CC6C42900010890;2022071116;1
7CC6C42900010890;2022071117;0
7CC6C42900010890;2022071118;0
7CC6C42900010890;2022071119;0
7CC6C42900010890;2022071120;0
7CC6C42900010890;2022071121;0
7CC6C42900010890;2022071122;0
7CC6C42900010890;2022071123;0
7CC6C42900010890;2022071200;0
7CC6C42900010890;2022071201;0
7CC6C42900010890;2022071202;0
7CC6C42900010890;2022071203;0
7CC6C42900010890;2022071204;0
7CC6C42900010890;2022071205;0
7CC6C42900010890;2022071206;0
7CC6C42900010890;2022071207;0
7CC6C42900010890;2022071208;0
7CC6C42900010890;2022071209;0
7CC6C42900010890;2022071210;2
7CC6C42900010890;2022071211;2
7CC6C42900010890;2022071212;0
7CC6C42900010890;2022071213;0
7CC6C42900010890;2022071214;0
7CC6C42900010890;2022071215;0
7CC6C42900010890;2022071216;0
7CC6C42900010890;2022071217;0
7CC6C42900010890;2022071218;0
7CC6C42900010890;2022071219;0
7CC6C42900010890;2022071220;0
7CC6C42900010890;2022071221;0
7CC6C42900010890;2022071222;0
7CC6C42900010890;2022071223;0
7CC6C42900010890;2022071300;0
7CC6C42900010890;2022071301;0
7CC6C42900010890;2022071302;0
7CC6C42900010890;2022071303;0
7CC6C42900010890;2022071304;0
7CC6C42900010890;2022071305;0
7CC6C42900010890;2022071306;0
7CC6C42900010890;2022071307;0
7CC6C42900010890;2022071308;0
7CC6C42900010890;2022071309;0
7CC6C42900010890;2022071310;1
7CC6C42900010890;2022071311;0
7CC6C42900010890;2022071312;0
7CC6C42900010890;2022071313;0
7CC6C42900010890;2022071314;0
7CC6C42900010890;2022071315;0
7CC6C42900010890;2022071316;0
7CC6C42900010890;2022071317;0
7CC6C42900010890;2022071318;1
7CC6C42900010890;2022071319;0
7CC6C42900010890;2022071320;0
7CC6C42900010890;2022071321;0
7CC6C42900010890;2022071322;0
7CC6C42900010890;2022071323;0
7CC6C42900010890;2022071400;0
7CC6C42900010890;2022071401;0
7CC6C42900010890;2022071402;0
7CC6C42900010890;2022071403;0
7CC6C42900010890;2022071404;0
7CC6C42900010890;2022071405;0
7CC6C42900010890;2022071406;0
7CC6C42900010890;2022071407;0
7CC6C42900010890;2022071408;0
7CC6C42900010890;2022071409;1
7CC6C42900010890;2022071410;0
7CC6C42900010890;2022071411;0
7CC6C42900010890;2022071412;0
7CC6C42900010890;2022071413;0
7CC6C42900010890;2022071414;0
7CC6C42900010890;2022071415;0
7CC6C42900010890;2022071416;0
7CC6C42900010890;2022071417;0
7CC6C42900010890;2022071418;0
7CC6C42900010890;2022071419;0
7CC6C42900010890;2022071420;0
7CC6C42900010890;2022071421;0
7CC6C42900010890;2022071422;0
7CC6C42900010890;2022071423;0
7CC6C42900010890;2022071500;0
7CC6C42900010890;2022071501;0
7CC6C42900010890;2022071502;0
7CC6C42900010890;2022071503;0
7CC6C42900010890;2022071504;0
7CC6C42900010890;2022071505;0
7CC6C42900010890;2022071506;0
7CC6C42900010890;2022071507;0
7CC6C42900010890;2022071508;0
7CC6C42900010890;2022071509;0
7CC6C42900010890;2022071510;0
7CC6C42900010890;2022071511;4
7CC6C42900010890;2022071512;0
7CC6C42900010890;2022071513;0
7CC6C42900010890;2022071514;1
7CC6C42900010890;2022071515;5
7CC6C42900010890;2022071516;0
7CC6C42900010890;2022071517;0
7CC6C42900010890;2022071518;2
7CC6C42900010890;2022071519;2
7CC6C42900010890;2022071520;0
7CC6C42900010890;2022071521;0
7CC6C42900010890;2022071522;0
7CC6C42900010890;2022071523;0
7CC6C42900010890;2022071600;1
7CC6C42900010890;2022071601;0
7CC6C42900010890;2022071602;0
7CC6C42900010890;2022071603;0
7CC6C42900010890;2022071604;0
7CC6C42900010890;2022071605;0
7CC6C42900010890;2022071606;0
7CC6C42900010890;2022071607;0
7CC6C42900010890;2022071608;2
7CC6C42900010890;2022071609;0
7CC6C42900010890;2022071610;0
7CC6C42900010890;2022071611;0
7CC6C42900010890;2022071612;0
7CC6C42900010890;2022071613;0
7CC6C42900010890;2022071614;0
7CC6C42900010890;2022071615;0
7CC6C42900010890;2022071616;1
7CC6C42900010890;2022071617;0
7CC6C42900010890;2022071618;1
7CC6C42900010890;2022071619;0
7CC6C42900010890;2022071620;0
7CC6C42900010890;2022071621;0
7CC6C42900010890;2022071622;0
7CC6C42900010890;2022071623;0
7CC6C42900010890;2022071700;0
7CC6C42900010890;2022071701;0
7CC6C42900010890;2022071702;0
7CC6C42900010890;2022071703;0
7CC6C42900010890;2022071704;0
7CC6C42900010890;2022071705;0
7CC6C42900010890;2022071706;0
7CC6C42900010890;2022071707;0
7CC6C42900010890;2022071708;0
7CC6C42900010890;2022071709;2
7CC6C42900010890;2022071710;0
7CC6C42900010890;2022071711;10
7CC6C42900010890;2022071712;8
7CC6C42900010890;2022071713;0
7CC6C42900010890;2022071714;0
7CC6C42900010890;2022071715;8
7CC6C42900010890;2022071716;0
7CC6C42900010890;2022071717;5
7CC6C42900010890;2022071718;8
7CC6C42900010890;2022071719;22
7CC6C42900010890;2022071720;4
7CC6C42900010890;2022071721;0
7CC6C42900010890;2022071722;1
7CC6C42900010890;2022071723;21
7CC6C42900010890;2022071800;4
7CC6C42900010890;2022071801;6
7CC6C42900010890;2022071802;3
7CC6C42900010890;2022071803;7
7CC6C42900010890;2022071804;4
7CC6C42900010890;2022071805;8
7CC6C42900010890;2022071806;8
7CC6C42900010890;2022071807;6
7CC6C42900010890;2022071808;5
7CC6C42900010890;2022071809;8
7CC6C42900010890;2022071810;7
7CC6C42900010890;2022071811;0
7CC6C42900010890;2022071812;3
7CC6C42900010890;2022071813;19
7CC6C42900010890;2022071814;0
7CC6C42900010890;2022071815;0
7CC6C42900010890;2022071816;3
7CC6C42900010890;2022071817;5
7CC6C42900010890;2022071818;3
7CC6C42900010890;2022071819;13
7CC6C42900010890;2022071820;19
7CC6C42900010890;2022071821;0
7CC6C42900010890;2022071822;14
7CC6C42900010890;2022071823;12
7CC6C42900010890;2022071900;7
7CC6C42900010890;2022071901;6
7CC6C42900010890;2022071902;8
7CC6C42900010890;2022071903;1
7CC6C42900010890;2022071904;5
7CC6C42900010890;2022071905;3
7CC6C42900010890;2022071906;7
7CC6C42900010890;2022071907;7
7CC6C42900010890;2022071908;8
7CC6C42900010890;2022071909;5
7CC6C42900010890;2022071910;0
7CC6C42900010890;2022071911;0
7CC6C42900010890;2022071912;0
7CC6C42900010890;2022071913;9
7CC6C42900010890;2022071914;0
7CC6C42900010890;2022071915;0
7CC6C42900010890;2022071916;0
7CC6C42900010890;2022071917;5
7CC6C42900010890;2022071918;25
7CC6C42900010890;2022071919;16
7CC6C42900010890;2022071920;2
7CC6C42900010890;2022071921;0
7CC6C42900010890;2022071922;0
7CC6C42900010890;2022071923;0
7CC6C42900010890;2022072000;10
7CC6C42900010890;2022072001;15
7CC6C42900010890;2022072002;4
7CC6C42900010890;2022072003;4
7CC6C42900010890;2022072004;5
7CC6C42900010890;2022072005;8
7CC6C42900010890;2022072006;10
7CC6C42900010890;2022072007;7
7CC6C42900010890;2022072008;5
7CC6C42900010890;2022072009;7
7CC6C42900010890;2022072010;17
7CC6C42900010890;2022072011;1
7CC6C42900010890;2022072012;5
7CC6C42900010890;2022072013;4
7CC6C42900010890;2022072014;10
7CC6C42900010890;2022072015;3
7CC6C42900010890;2022072016;0
7CC6C42900010890;2022072017;0
7CC6C42900010890;2022072018;0
7CC6C42900010890;2022072019;3
7CC6C42900010890;2022072020;4
7CC6C42900010890;2022072021;0
7CC6C42900010890;2022072022;14
7CC6C42900010890;2022072023;31
7CC6C42900010890;2022072100;3
7CC6C42900010890;2022072101;7
7CC6C42900010890;2022072102;4
7CC6C42900010890;2022072103;9
7CC6C42900010890;2022072104;7
7CC6C42900010890;2022072105;11
7CC6C42900010890;2022072106;9
7CC6C42900010890;2022072107;7
7CC6C42900010890;2022072108;7
7CC6C42900010890;2022072109;3
7CC6C42900010890;2022072110;7
7CC6C42900010890;2022072111;8
7CC6C42900010890;2022072112;15
7CC6C42900010890;2022072113;39
7CC6C42900010890;2022072114;14
7CC6C42900010890;2022072115;0
7CC6C42900010890;2022072116;0
7CC6C42900010890;2022072117;0
7CC6C42900010890;2022072118;0
7CC6C42900010890;2022072119;0
7CC6C42900010890;2022072120;21
7CC6C42900010890;2022072121;2
7CC6C42900010890;2022072122;21
7CC6C42900010890;2022072123;25
7CC6C42900010890;2022072200;6
7CC6C42900010890;2022072201;5
7CC6C42900010890;2022072202;5
7CC6C42900010890;2022072203;9
7CC6C42900010890;2022072204;5
7CC6C42900010890;2022072205;9
7CC6C42900010890;2022072206;9
7CC6C42900010890;2022072207;8
7CC6C42900010890;2022072208;11
7CC6C42900010890;2022072209;13
7CC6C42900010890;2022072210;2
7CC6C42900010890;2022072211;0
7CC6C42900010890;2022072212;5
7CC6C42900010890;2022072213;14
7CC6C42900010890;2022072214;0
7CC6C42900010890;2022072215;12
7CC6C42900010890;2022072216;0
7CC6C42900010890;2022072217;0
7CC6C42900010890;2022072218;0
7CC6C42900010890;2022072219;0
7CC6C42900010890;2022072220;0
7CC6C42900010890;2022072221;2
7CC6C42900010890;2022072222;0
7CC6C42900010890;2022072223;28
7CC6C42900010890;2022072300;20
7CC6C42900010890;2022072301;2
7CC6C42900010890;2022072302;4
7CC6C42900010890;2022072303;5
7CC6C42900010890;2022072304;7
7CC6C42900010890;2022072305;4
7CC6C42900010890;2022072306;10
7CC6C42900010890;2022072307;7
7CC6C42900010890;2022072308;9
7CC6C42900010890;2022072309;11
7CC6C42900010890;2022072310;13
7CC6C42900010890;2022072311;5
7CC6C42900010890;2022072312;14
7CC6C42900010890;2022072313;0
7CC6C42900010890;2022072314;0
7CC6C42900010890;2022072315;0
7CC6C42900010890;2022072316;0
7CC6C42900010890;2022072317;0
7CC6C42900010890;2022072318;0
7CC6C42900010890;2022072319;1
7CC6C42900010890;2022072320;6
7CC6C42900010890;2022072321;0
7CC6C42900010890;2022072322;0
7CC6C42900010890;2022072323;3
7CC6C42900010890;2022072400;15
7CC6C42900010890;2022072401;4
7CC6C42900010890;2022072402;7
7CC6C42900010890;2022072403;11
7CC6C42900010890;2022072404;2
7CC6C42900010890;2022072405;3
7CC6C42900010890;2022072406;5
7CC6C42900010890;2022072407;10
7CC6C42900010890;2022072408;10
7CC6C42900010890;2022072409;0
7CC6C42900010890;2022072410;0
7CC6C42900010890;2022072411;9
7CC6C42900010890;2022072412;1
7CC6C42900010890;2022072413;0
7CC6C42900010890;2022072414;1
7CC6C42900010890;2022072415;0
7CC6C42900010890;2022072416;0
7CC6C42900010890;2022072417;0
7CC6C42900010890;2022072418;3
7CC6C42900010890;2022072419;2
7CC6C42900010890;2022072420;2
7CC6C42900010890;2022072421;0
7CC6C42900010890;2022072422;11
7CC6C42900010890;2022072423;14
7CC6C42900010890;2022072500;2
7CC6C42900010890;2022072501;5
7CC6C42900010890;2022072502;4
7CC6C42900010890;2022072503;4
7CC6C42900010890;2022072504;6
7CC6C42900010890;2022072505;4
7CC6C42900010890;2022072506;6
7CC6C42900010890;2022072507;5
7CC6C42900010890;2022072508;19
7CC6C42900010890;2022072509;25
7CC6C42900010890;2022072510;16
7CC6C42900010890;2022072511;1
7CC6C42900010890;2022072512;2
7CC6C42900010890;2022072513;2
7CC6C42900010890;2022072514;1
7CC6C42900010890;2022072515;13
7CC6C42900010890;2022072516;30
7CC6C42900010890;2022072517;4
7CC6C42900010890;2022072518;21
7CC6C42900010890;2022072519;3
7CC6C42900010890;2022072520;3
7CC6C42900010890;2022072521;2
7CC6C42900010890;2022072522;15
7CC6C42900010890;2022072523;11
7CC6C42900010890;2022072600;13
7CC6C42900010890;2022072601;20
7CC6C42900010890;2022072602;6
7CC6C42900010890;2022072603;6
7CC6C42900010890;2022072604;5
7CC6C42900010890;2022072605;8
