device_eui;tijdstip;verbruik
7CC6C40800001265;2022081019;217
7CC6C40800001265;2022081020;822
7CC6C40800001265;2022081021;791
7CC6C40800001265;2022081022;787
7CC6C40800001265;2022081023;71
7CC6C40800001265;2022081100;6
7CC6C40800001265;2022081101;5
7CC6C40800001265;2022081102;237
7CC6C40800001265;2022081103;727
7CC6C40800001265;2022081104;345
7CC6C40800001265;2022081105;305
7CC6C40800001265;2022081106;326
7CC6C40800001265;2022081107;134
7CC6C40800001265;2022081108;6
7CC6C40800001265;2022081109;5
7CC6C40800001265;2022081110;125
7CC6C40800001265;2022081111;396
7CC6C40800001265;2022081112;5
7CC6C40800001265;2022081113;5
7CC6C40800001265;2022081114;6
7CC6C40800001265;2022081115;758
7CC6C40800001265;2022081116;985
7CC6C40800001265;2022081117;619
7CC6C40800001265;2022081118;5
